State,City,White,Black,Hispanic,Native,Asian
IL,Carbon Hill village,99.4,0.0,4.1,0.0,0.6
IL,Carlinville,96.5,1.5,1.1,0.2,0.5
IL,Carlock village,90.2,7.6,1.6,0.0,0.5
IL,Carlyle,95.2,2.7,1.3,0.0,0.9
IL,Carmi,97.4,0.6,1.8,0.3,0.3
IL,Carol Stream village,70.7,6.1,14.2,0.3,14.6
IL,Carpentersville village,62.9,6.8,50.1,0.5,5.5
IL,Carrier Mills village,84.3,13.0,1.1,0.0,0.1
IL,Carrollton,98.8,0.0,1.3,0.2,0.1
IL,Carterville,93.0,2.5,1.9,0.2,1.2
IL,Carthage,97.3,0.3,2.0,0.3,0.4
IL,Cary village,91.9,0.7,8.9,0.2,2.4
IL,Casey,98.2,0.4,1.8,0.1,0.3
IL,Caseyville village,84.3,9.8,9.2,0.5,0.5
IL,Catlin village,99.0,0.1,0.8,0.0,0.0
IL,Cave-In-Rock village,95.3,0.0,3.1,0.9,0.3
IL,Cedar Point village,93.1,0.0,6.5,1.8,0.0
IL,Cedarville village,97.2,0.5,1.5,0.3,0.1
IL,Central village,93.9,3.0,2.1,0.0,0.3
IL,Centralia,85.4,10.2,2.2,0.4,0.7
IL,Centreville,1.8,96.6,0.5,0.3,0.2
IL,Cerro Gordo village,98.3,0.5,0.9,0.5,0.1
IL,Chadwick village,98.2,0.0,2.4,0.0,1.3
IL,Champaign,67.8,15.6,6.3,0.3,10.6
IL,Chandlerville village,98.0,0.5,1.6,0.0,0.2
IL,Channahon village,94.5,1.3,8.1,0.2,0.7
IL,Channel Lake CDP,95.5,0.3,5.9,0.5,0.5
IL,Chapin village,98.0,2.0,0.0,0.0,0.0
IL,Charleston,88.7,7.0,3.0,0.2,1.6
IL,Chatham village,93.6,2.5,2.0,0.1,1.9
IL,Chatsworth town,94.6,0.2,5.6,0.2,0.6
IL,Chebanse village,98.0,0.6,1.7,0.3,0.1
IL,Chemung CDP,89.3,5.5,17.2,0.0,0.0
IL,Chenoa,96.1,0.4,4.1,0.1,0.8
IL,Cherry village,97.7,0.0,1.5,0.2,0.2
IL,Cherry Valley village,88.2,2.9,5.1,0.3,4.7
IL,Chester,67.5,27.9,6.1,0.1,0.3
IL,Chesterfield village,98.4,0.0,0.0,0.0,0.0
IL,Chestnut CDP,94.7,0.0,2.8,0.8,1.2
IL,Chicago,45.0,32.9,28.9,0.5,5.5
IL,Chicago Heights,38.0,41.5,33.9,0.6,0.4
IL,Chicago Ridge village,83.1,7.0,12.4,0.3,1.8
IL,Chillicothe,96.9,0.2,4.1,0.2,0.3
IL,Chrisman,98.8,0.2,0.4,0.1,0.4
IL,Christopher,98.0,0.4,1.4,0.2,0.2
IL,Cicero town,51.9,3.8,86.6,0.8,0.6
IL,Cisco village,98.1,1.5,0.0,0.0,0.0
IL,Cisne village,98.4,0.1,2.2,0.6,0.0
IL,Cissna Park village,98.0,0.4,2.5,0.0,0.6
IL,Claremont village,99.4,0.0,0.0,0.0,0.6
IL,Clarendon Hills village,90.2,1.8,5.1,0.0,5.1
IL,Clay village,99.0,0.1,0.3,0.1,0.2
IL,Clayton village,98.3,0.6,0.3,0.1,0.1
IL,Clear Lake village,96.5,0.4,1.3,0.4,0.9
IL,Cleveland village,94.1,0.5,4.8,0.0,0.0
IL,Clifton village,97.0,0.3,1.1,0.0,0.4
IL,Clinton,95.5,0.9,3.1,0.2,0.4
IL,Coal village,96.9,0.3,4.7,0.2,0.3
IL,Coalton village,93.4,0.7,3.9,0.7,0.3
IL,Coal Valley village,95.1,1.0,3.5,0.2,1.3
IL,Coatsburg village,100.0,0.0,0.7,0.0,0.0
IL,Cobden village,81.2,1.1,28.6,1.0,0.3
IL,Coffeen,99.3,0.0,0.3,0.0,0.0
IL,Colchester,98.7,0.1,1.1,0.3,0.1
IL,Coleta village,100.0,0.0,6.1,0.0,0.0
IL,Colfax village,98.0,0.9,1.3,0.1,0.0
IL,Collinsville,85.3,10.0,4.3,0.2,0.8
IL,Colona,95.8,0.5,6.4,0.2,0.4
IL,Colp village,75.1,19.1,1.3,0.0,0.4
IL,Columbia,97.4,0.4,2.0,0.1,0.7
IL,Columbus village,96.0,1.0,0.0,0.0,0.0
IL,Como CDP,97.7,0.5,7.4,0.2,0.4
IL,Compton village,96.0,0.3,4.3,0.3,0.0
IL,Concord village,100.0,0.0,0.0,0.0,0.0
IL,Congerville village,97.3,0.4,1.9,0.4,1.1
IL,Cooksville village,97.8,0.5,0.5,0.0,0.0
IL,Cordova village,96.4,1.0,1.8,0.0,0.7
IL,Cornell village,94.2,1.1,3.6,0.2,0.0
IL,Cornland CDP,97.8,0.0,0.0,0.0,0.0
IL,Cortland town,85.9,5.5,12.3,0.5,1.7
IL,Coulterville village,95.4,1.9,0.6,0.2,0.5
IL,Country Club Hills,8.7,87.1,2.8,0.2,1.0
IL,Countryside,88.5,3.1,16.4,0.2,1.6
IL,Cowden village,99.2,0.0,0.3,0.0,0.3
IL,Coyne Center CDP,96.7,0.8,1.5,0.0,0.0
IL,Crab Orchard CDP,96.4,0.3,0.9,0.3,0.9
IL,Crainville village,95.2,1.9,1.3,0.1,1.3
IL,Creal Springs,95.0,0.6,1.7,0.2,0.2
IL,Crescent village,98.9,0.2,1.1,0.3,0.3
IL,Crest Hill,67.5,21.8,17.9,0.3,2.5
IL,Creston village,90.9,2.6,6.0,0.0,1.1
IL,Crestwood village,87.1,6.8,8.1,0.2,1.0
IL,Crete village,65.8,28.1,6.3,0.3,1.1
IL,Creve Coeur village,95.9,0.7,2.7,0.4,0.2
IL,Crossville village,98.8,0.0,0.4,0.3,0.3
IL,Crystal Lake,90.2,1.0,11.7,0.4,2.5
IL,Crystal Lawns CDP,92.4,1.0,10.8,0.3,0.6
IL,Cuba,98.6,0.4,1.9,0.2,0.1
IL,Cullom village,98.9,0.4,1.1,0.0,0.0
IL,Curran village,97.2,0.0,0.5,0.0,2.4
IL,Cutler village,97.7,1.1,0.5,0.0,0.0
IL,Cypress village,95.3,0.0,4.3,2.6,0.4
IL,Dahlgren village,95.6,2.5,1.5,0.0,0.0
IL,Dakota village,97.2,0.0,2.4,0.2,0.0
IL,Dallas,96.7,0.3,1.6,0.3,0.3
IL,Dalton village,97.2,0.7,0.4,0.4,0.2
IL,Dalzell village,95.8,0.3,3.6,0.3,1.0
IL,Damiansville village,90.0,0.0,10.8,0.2,0.8
IL,Dana village,96.2,1.3,1.3,0.0,0.0
IL,Danforth village,97.0,0.0,5.5,0.2,0.3
IL,Danvers village,96.8,1.2,2.5,0.0,0.1
IL,Danville,62.5,30.2,6.5,0.3,1.2
IL,Darien,81.4,3.2,6.3,0.1,11.9
IL,Darmstadt CDP,100.0,0.0,0.0,0.0,0.0
IL,Davis village,98.5,0.0,0.1,0.0,0.6
IL,Davis Junction village,88.7,0.8,17.0,0.1,0.5
IL,Dawson village,99.2,0.2,0.2,0.0,0.0
IL,Dayton CDP,95.0,0.2,2.8,0.9,2.6
IL,Decatur,71.6,23.3,2.2,0.2,0.9
IL,Deer Creek village,97.7,0.7,0.9,0.0,0.1
IL,Deerfield village,94.0,0.5,2.8,0.1,3.6
IL,Deer Grove village,97.9,0.0,0.0,2.1,0.0
IL,Deer Park village,92.9,0.9,3.4,0.0,4.3
IL,DeKalb,74.9,12.8,12.5,0.3,4.1
IL,De Land village,98.4,0.2,1.1,0.0,0.4
IL,Delavan,98.6,0.3,0.9,0.2,0.1
IL,De Pue village,68.5,1.0,54.7,0.8,1.8
IL,De Soto village,92.5,2.9,2.6,1.4,0.4
IL,Des Plaines,77.3,1.8,17.2,0.6,11.4
IL,Detroit village,100.0,0.0,0.0,0.0,0.0
IL,De Witt village,99.5,0.0,0.5,0.0,0.5
IL,Diamond village,94.7,0.9,5.3,0.2,0.2
IL,Dieterich village,98.5,0.0,1.0,0.3,0.0
IL,Divernon village,98.1,0.0,0.6,0.3,0.4
IL,Dix village,96.7,0.9,1.7,0.2,1.5
IL,Dixmoor village,26.5,52.9,35.5,0.6,0.1
IL,Dixon,83.9,10.2,6.7,0.2,1.0
IL,Dolton village,6.2,90.9,2.7,0.1,0.3
IL,Dongola village,94.4,0.3,2.8,1.0,0.3
IL,Donnellson village,95.7,0.5,3.8,0.0,1.0
IL,Donovan village,96.4,2.0,1.6,0.7,0.3
IL,Dorchester village,97.4,0.0,0.0,0.0,0.0
IL,Dover village,97.6,0.6,10.1,0.0,0.0
IL,Dowell village,99.5,0.0,1.5,0.0,0.0
IL,Downers Grove village,88.5,3.0,5.2,0.2,5.5
IL,Downs village,95.2,1.7,0.9,0.2,0.7
IL,Du Bois village,97.6,1.0,2.0,0.0,0.0
IL,Dunfermline village,96.0,0.0,0.0,3.3,0.0
IL,Dunlap village,92.2,0.9,1.2,0.1,5.8
IL,Dupo village,94.9,2.3,1.4,0.4,0.3
IL,Du Quoin,90.3,5.9,1.8,0.2,0.6
IL,Durand village,97.0,0.3,2.4,0.1,0.7
IL,Dwight village,96.7,0.8,3.3,0.1,0.5
IL,Eagarville village,98.4,0.8,0.0,0.0,0.0
IL,Earlville,95.9,0.2,8.1,0.3,0.1
IL,East Alton village,95.2,1.9,1.2,0.2,0.3
IL,East Brooklyn village,100.0,0.0,3.8,0.0,0.0
IL,East Cape Girardeau village,94.8,3.4,0.0,0.0,0.0
IL,East Carondelet village,86.8,9.4,2.6,0.0,0.4
IL,East Dubuque,97.3,1.1,0.4,0.0,0.1
IL,East Dundee village,92.9,2.2,7.9,0.1,2.7
IL,East Galesburg village,97.7,0.6,1.6,0.1,0.0
IL,East Gillespie village,99.6,0.0,0.0,0.0,0.4
IL,East Hazel Crest village,36.1,53.4,13.4,0.5,0.5
IL,East Moline,72.9,12.8,19.0,0.3,2.0
IL,Easton village,98.4,1.2,1.6,0.0,0.0
IL,East Peoria,95.4,1.0,2.2,0.3,1.0
IL,East St. Louis,0.9,98.0,0.5,0.1,0.1
IL,Eddyville village,95.0,0.0,0.0,0.0,0.0
IL,Edgewood village,97.0,0.0,1.6,0.0,1.6
IL,Edinburg village,96.1,1.2,1.0,0.4,0.6
IL,Edwardsville,86.7,8.3,1.9,0.2,2.4
IL,Effingham,96.0,0.4,3.2,0.2,0.7
IL,Elburn village,93.1,0.5,6.5,0.2,3.1
IL,El Dara village,97.4,0.0,0.0,0.0,2.6
IL,Eldorado,97.3,0.8,1.3,0.2,0.1
IL,Eldred village,98.0,0.0,1.0,0.5,1.0
IL,Elgin,65.9,7.4,43.6,1.4,5.4
IL,Elizabeth village,97.2,0.7,0.9,0.0,0.0
IL,Elizabethtown village,97.3,0.0,1.3,0.0,1.3
IL,Elk Grove Village village,82.9,1.4,9.5,0.3,10.1
IL,Elkhart village,98.0,0.0,3.2,0.0,0.5
IL,Elkville village,92.5,3.3,1.9,0.6,0.0
IL,Elliott village,98.3,1.4,0.0,0.0,0.0
IL,Ellis Grove village,98.1,0.3,1.9,0.0,0.0
IL,Ellisville village,99.0,0.0,1.0,0.0,0.0
IL,Ellsworth village,97.4,0.5,0.0,1.5,0.0
IL,Elmhurst,89.5,1.9,6.6,0.1,5.1
IL,Elmwood,98.0,0.4,1.9,0.0,0.5
IL,Elmwood Park village,84.8,1.9,23.0,0.3,2.3
IL,El Paso,97.0,0.6,1.3,0.3,0.7
IL,Elsah village,93.5,1.5,3.3,0.3,0.7
IL,Elvaston village,96.4,0.6,1.2,0.0,0.0
IL,Elwood village,94.9,1.5,6.3,0.1,0.5
IL,Emden village,99.2,0.2,1.2,0.0,0.2
IL,Emington village,93.2,0.0,0.9,0.9,6.0
IL,Energy village,94.3,3.8,1.0,0.3,0.7
IL,Enfield village,99.5,0.2,0.0,0.2,0.2
IL,Equality village,99.2,0.2,0.3,0.2,0.0
IL,Erie village,98.3,0.2,1.1,0.1,0.2
IL,Essex village,96.3,0.2,1.5,0.1,0.5
IL,Eureka,97.3,0.5,2.1,0.2,0.2
IL,Evanston,65.6,18.1,9.0,0.2,8.6
IL,Evansville village,96.7,0.7,1.1,0.1,0.3
IL,Evergreen Park village,74.1,18.7,10.3,0.2,1.2
IL,Ewing village,100.0,0.0,1.0,0.0,0.0
IL,Exeter village,98.5,0.0,0.0,0.0,0.0
IL,Fairbury,95.5,0.7,3.5,0.1,0.6
IL,Fairfield,97.5,0.5,1.2,0.3,0.7
IL,Fairmont CDP,38.0,46.3,22.6,0.6,0.4
IL,Fairmont village,54.2,1.0,71.4,1.3,0.3
IL,Fairmount village,98.4,0.2,0.2,0.0,0.2
IL,Fairview village,97.9,0.8,0.0,0.2,0.4
IL,Fairview Heights,66.7,26.6,3.0,0.3,2.7
IL,Farina village,100.0,0.0,0.0,0.0,0.0
IL,Farmer,97.8,0.4,1.8,0.1,0.4
IL,Farmersville village,99.9,0.0,0.6,0.0,0.0
IL,Farmington,97.7,0.4,0.9,0.4,0.2
IL,Fayetteville village,94.3,0.0,6.0,0.3,0.3
IL,Ferris village,98.7,1.3,2.6,0.0,0.0
IL,Fidelity village,95.6,0.0,0.0,0.0,0.0
IL,Fieldon village,99.2,0.0,0.0,0.4,0.0
IL,Fillmore village,99.4,0.0,0.0,0.0,0.3
IL,Findlay village,98.5,0.0,0.3,0.3,0.1
IL,Fisher village,98.1,0.0,1.8,0.2,0.4
IL,Fithian village,98.1,0.6,1.9,0.0,0.0
IL,Flanagan village,97.7,0.8,1.8,0.0,0.7
IL,Flat Rock village,99.1,0.6,0.0,0.0,0.0
IL,Flora,96.7,0.4,1.7,0.3,0.8
IL,Floraville CDP,100.0,0.0,0.0,0.0,0.0
IL,Florence village,100.0,0.0,0.0,0.0,0.0
IL,Flossmoor village,46.4,47.8,3.2,0.1,2.5
IL,Foosland village,98.0,1.0,1.0,0.0,0.0
IL,Ford Heights village,2.1,95.6,1.5,0.3,0.1
IL,Forest village,99.6,0.0,0.0,0.4,0.0
IL,Forest Lake CDP,91.9,1.2,6.9,0.1,3.8
IL,Forest Park village,55.2,32.3,9.9,0.3,6.0
IL,Forest View village,86.4,0.7,29.1,0.0,1.9
IL,Forrest village,95.9,0.4,6.1,0.0,0.2
IL,Forreston village,97.3,0.3,1.9,0.1,0.1
IL,Forsyth village,88.4,2.9,1.7,0.2,7.4
IL,Fox Lake village,92.8,1.0,8.9,0.3,1.0
IL,Fox Lake Hills CDP,93.0,2.0,6.4,0.2,0.7
IL,Fox River Grove village,93.6,0.6,5.4,0.1,2.9
IL,Frankfort village,89.0,6.1,4.6,0.1,2.6
IL,Frankfort Square CDP,93.8,1.2,6.9,0.2,1.6
IL,Franklin village,96.9,0.0,1.6,0.7,0.0
IL,Franklin Grove village,97.7,0.3,1.9,0.3,0.2
IL,Franklin Park village,74.7,1.3,43.1,0.4,3.1
IL,Freeburg village,97.8,0.4,1.1,0.3,0.3
IL,Freeman Spur village,94.4,4.2,0.3,0.3,0.0
IL,Freeport,77.1,16.2,4.1,0.2,0.9
IL,Fulton,97.3,0.4,1.7,0.1,0.8
IL,Fults village,96.2,0.0,0.0,0.0,0.0
IL,Gages Lake CDP,84.3,3.8,8.6,0.3,6.0
IL,Galatia village,97.1,0.5,1.3,1.1,0.1
IL,Galena,93.6,0.5,8.3,0.7,0.6
IL,Galesburg,81.1,11.5,6.9,0.2,0.9
IL,Galva,96.7,1.0,3.1,0.1,0.4
IL,Garden Prairie village,87.2,0.0,16.8,0.6,0.0
IL,Gardner village,94.9,0.5,6.2,0.2,0.1
IL,Garrett village,95.1,0.6,2.5,1.2,0.0
IL,Gays village,98.2,0.0,0.0,1.1,0.0
IL,Geneseo,97.8,0.3,2.1,0.2,0.4
IL,Geneva,94.8,0.5,4.9,0.1,2.2
IL,Genoa,93.1,0.8,15.1,0.2,0.5
IL,Georgetown CDP,86.1,2.5,2.5,0.0,8.9
IL,Georgetown,94.5,2.9,1.2,0.3,0.0
IL,Germantown village,96.0,0.2,3.7,0.7,0.0
IL,Germantown Hills village,96.0,0.5,1.8,0.1,1.8
IL,German Valley village,99.1,0.2,1.1,0.0,0.2
IL,Gibson,97.3,0.6,1.4,0.1,0.4
IL,Gifford village,97.6,0.4,1.6,0.0,0.3
IL,Gilberts village,76.6,2.0,12.7,0.2,14.3
IL,Gillespie,97.5,0.2,1.3,0.5,0.2
IL,Gilman,88.1,0.3,14.6,0.3,0.3
IL,Gilson CDP,100.0,0.0,2.6,0.0,0.0
IL,Girard,98.3,0.1,1.3,0.3,0.2
IL,Gladstone village,97.2,0.7,0.0,0.0,0.0
IL,Glasford village,98.3,0.3,1.2,0.7,0.0
IL,Glasgow village,97.9,0.0,2.1,2.1,0.0
IL,Glen Carbon village,87.7,7.4,2.2,0.3,2.0
IL,Glencoe village,94.0,1.2,2.7,0.1,2.7
IL,Glendale Heights village,52.5,5.9,30.7,0.6,22.1
IL,Glen Ellyn village,86.7,3.0,6.6,0.1,6.5
IL,Glenview village,83.2,1.0,5.8,0.1,12.5
IL,Glenwood village,27.3,66.7,7.4,0.1,0.3
IL,Godfrey village,92.6,4.7,1.5,0.3,0.7
IL,Godley village,93.7,0.8,4.0,0.5,0.0
IL,Golconda,96.6,1.6,0.7,1.0,0.3
IL,Golden village,97.4,0.3,0.6,0.5,0.2
IL,Golden Gate village,97.1,0.0,4.4,2.9,0.0
IL,Golf village,92.0,0.6,8.2,0.0,3.0
IL,Goodfield village,97.8,0.3,0.5,0.0,1.3
IL,Good Hope village,98.7,0.0,2.5,1.0,0.0
IL,Goofy Ridge CDP,96.9,0.0,0.9,0.6,0.3
IL,Goreville village,98.6,0.1,1.1,0.1,0.0
IL,Gorham village,97.9,0.0,0.0,0.0,0.0
IL,Grafton,95.7,0.7,2.1,0.3,0.6
IL,Grand Detour CDP,94.6,1.6,4.9,0.2,0.7
IL,Grand Ridge village,97.9,0.2,5.5,0.2,0.4
IL,Grand Tower,98.2,0.2,1.8,0.3,0.0
IL,Grandview village,89.7,6.7,1.0,0.5,0.3
IL,Grandwood Park CDP,76.5,5.7,10.5,0.1,11.2
IL,Granite,89.5,5.5,5.0,0.4,0.5
IL,Grantfork village,97.0,0.0,0.6,0.0,0.6
IL,Grant Park village,95.5,0.1,6.2,0.1,0.1
IL,Granville village,94.9,1.0,5.6,0.0,0.1
IL,Grayslake village,83.7,3.3,8.8,0.3,6.8
IL,Grayville,98.2,0.3,0.7,0.4,0.2
IL,Greenfield,99.1,0.0,0.9,0.0,0.0
IL,Green Oaks village,86.6,1.4,3.3,0.1,8.5
IL,Greenup village,99.0,0.2,0.5,0.3,0.3
IL,Green Valley village,96.5,1.1,1.6,0.1,0.3
IL,Greenview village,97.0,0.4,1.3,0.4,0.1
IL,Greenville,81.3,13.0,6.3,0.9,0.7
IL,Greenwood village,90.2,0.0,9.0,0.0,0.4
IL,Gridley village,97.5,0.7,1.5,0.2,0.3
IL,Griggsville,98.9,0.1,1.2,0.0,0.0
IL,Gulf Port village,98.1,1.9,0.0,0.0,0.0
IL,Gurnee village,73.3,7.8,11.7,0.3,11.6
IL,Hainesville village,72.9,4.0,16.8,0.8,11.8
IL,Hamburg village,93.8,0.8,3.1,0.0,2.3
IL,Hamel village,99.4,0.4,1.0,0.0,0.1
IL,Hamilton,97.4,0.4,1.1,0.0,0.4
IL,Hammond village,98.8,0.0,1.0,0.0,0.4
IL,Hampshire village,93.3,1.4,9.9,0.2,1.8
IL,Hampton village,95.2,0.9,7.5,0.3,0.1
IL,Hanaford village,97.9,0.0,0.0,0.0,0.3
IL,Hanna village,97.5,0.4,0.7,0.4,0.5
IL,Hanover village,96.3,1.4,2.6,0.1,0.2
IL,Hanover Park village,58.5,7.0,38.3,1.0,15.2
IL,Hardin village,98.2,0.6,0.8,0.2,0.2
IL,Harmon village,95.0,0.0,5.0,0.0,0.0
IL,Harrisburg,88.5,6.5,2.3,0.5,0.8
IL,Harrison CDP,91.9,3.8,3.3,0.4,0.0
IL,Harristown village,98.8,0.1,0.6,0.0,0.1
IL,Hartford village,96.6,0.3,1.0,0.1,0.6
IL,Hartsburg village,98.4,0.0,2.9,0.0,0.0
IL,Harvard,71.5,0.9,45.2,0.8,0.7
IL,Harvel village,100.0,0.0,0.0,0.0,0.0
IL,Harvey,10.0,75.8,19.0,0.3,0.9
IL,Harwood Heights village,85.1,0.7,12.4,0.3,7.2
IL,Havana,98.0,0.6,0.5,0.3,0.3
IL,Hawthorn Woods village,89.4,1.4,3.8,0.1,6.7
IL,Hazel Crest village,10.2,85.2,3.7,0.2,0.7
IL,Hebron village,90.4,2.5,9.5,0.1,0.8
IL,Hecker village,97.3,0.0,1.0,0.0,0.0
IL,Henderson village,98.8,0.0,2.7,0.0,0.0
IL,Hennepin village,97.4,0.1,4.2,0.0,0.3
IL,Henning village,100.0,0.0,1.6,0.0,0.0
IL,Henry,98.1,0.3,1.0,0.2,0.4
IL,Heritage Lake CDP,97.6,0.6,1.3,0.0,0.4
IL,Herrick village,100.0,0.0,0.0,0.0,0.0
IL,Herrin,93.8,2.5,2.1,0.2,1.0
IL,Herscher village,98.4,0.0,1.5,0.3,0.2
IL,Hettick village,99.4,0.0,0.0,0.0,0.0
IL,Heyworth village,96.9,0.4,2.2,0.2,0.4
IL,Hickory Hills,88.0,3.4,12.6,0.1,2.6
IL,Hidalgo village,99.1,0.0,0.0,0.0,0.0
IL,Highland,97.0,0.2,1.4,0.2,0.9
IL,Highland Park,91.0,1.8,7.3,0.2,2.9
IL,Highwood,69.6,1.5,56.9,0.3,2.2
IL,Hillcrest village,79.9,0.6,28.7,0.2,0.2
IL,Hillsboro,84.2,13.8,3.4,0.2,0.3
IL,Hillsdale village,95.4,0.6,5.0,0.2,0.0
IL,Hillside village,37.7,43.2,27.6,0.3,3.3
IL,Hillview village,97.4,1.0,0.5,0.0,0.0
IL,Hinckley village,96.7,0.5,5.3,0.3,0.4
IL,Hindsboro village,96.5,0.6,1.6,0.3,0.0
IL,Hinsdale village,90.0,1.3,3.5,0.0,6.4
IL,Hodgkins village,66.6,1.0,46.8,0.6,0.1
IL,Hoffman village,97.2,0.8,2.2,0.0,0.0
IL,Hoffman Estates village,64.1,4.8,14.1,0.2,22.7
IL,Holiday Hills village,95.7,0.2,5.7,0.5,0.0
IL,Holiday Shores CDP,96.9,1.1,1.6,0.2,0.2
IL,Hollowayville village,92.9,3.6,1.2,0.0,0.0
IL,Homer village,98.2,0.2,1.3,0.1,0.7
IL,Homer Glen village,95.5,0.6,4.9,0.1,1.7
IL,Hometown,91.7,0.9,13.5,0.4,0.4
IL,Homewood village,59.5,34.1,5.9,0.1,1.4
IL,Hoopeston,92.9,1.0,10.1,0.5,0.3
IL,Hooppole village,94.6,0.0,6.4,1.5,0.0
IL,Hopedale village,98.6,0.1,0.7,0.0,0.0
IL,Hopewell village,97.6,1.5,2.0,0.0,0.2
IL,Hopkins Park village,4.3,93.5,1.2,0.3,0.5
IL,Hoyleton village,93.8,5.1,0.6,0.0,0.0
IL,Hudson village,97.9,0.5,2.3,0.1,0.3
IL,Huey village,99.4,0.0,0.0,0.6,0.0
IL,Hull village,98.5,0.0,1.3,0.0,0.0
IL,Humboldt village,95.0,2.1,7.3,0.0,0.0
IL,Hume village,99.2,0.0,0.8,0.0,0.0
IL,Huntley village,89.5,1.2,7.7,0.3,5.2
IL,Hurst,97.1,0.8,0.8,0.1,0.0
IL,Hutsonville village,95.1,1.8,1.3,1.6,0.0
IL,Illiopolis village,98.1,0.6,0.4,0.1,0.0
IL,Ina village,58.7,35.1,9.3,0.3,0.3
IL,Indian Creek village,76.2,2.2,6.7,0.0,18.0
IL,Indian Head Park village,92.3,1.7,5.1,0.1,3.0
IL,Indianola village,99.6,0.0,1.4,0.0,0.0
IL,Industry village,99.2,0.0,1.0,0.0,0.2
IL,Ingalls Park CDP,77.1,7.6,32.5,0.9,0.5
IL,Inverness village,86.7,0.5,2.4,0.0,11.2
IL,Iola village,97.9,0.0,2.1,0.0,0.0
IL,Ipava village,98.3,0.2,0.4,0.0,0.4
IL,Iroquois village,96.8,0.0,2.6,0.0,0.0
IL,Irving village,98.0,0.0,2.2,0.8,0.0
IL,Irvington village,95.3,2.6,1.4,0.0,0.6
IL,Irwin village,98.6,0.0,0.0,0.0,0.0
IL,Island Lake village,90.4,1.1,14.0,0.1,1.9
IL,Itasca village,84.1,2.1,10.6,0.2,8.5
IL,Iuka village,98.4,1.2,0.8,0.0,0.2
IL,Ivesdale village,99.6,0.0,0.4,0.0,0.0
IL,Jacksonville,85.3,10.2,3.0,0.3,0.7
IL,Jeffersonville village,99.2,0.0,1.4,0.0,0.0
IL,Jeisyville village,98.1,0.0,0.0,0.0,0.0
IL,Jerome village,90.3,4.0,2.1,0.4,2.5
IL,Jerseyville,97.4,0.2,1.1,0.2,0.5
IL,Jewett village,98.7,0.0,1.3,0.0,0.0
IL,Johnsburg village,97.2,0.4,3.4,0.1,0.6
IL,Johnsonville village,88.3,0.0,2.6,3.9,2.6
IL,Johnston,97.1,0.6,1.0,0.5,0.2
IL,Joliet,67.5,16.0,27.8,0.3,1.9
IL,Jonesboro,96.2,0.6,2.5,0.1,0.5
IL,Joppa village,89.2,8.6,3.3,0.6,0.0
IL,Joy village,99.5,0.0,3.8,0.0,0.2
IL,Junction village,99.2,0.0,3.1,0.0,0.0
IL,Junction village,97.3,0.0,0.6,0.0,0.6
IL,Justice village,69.4,22.6,12.3,0.3,1.8
IL,Kampsville village,99.4,0.0,0.3,0.0,0.6
IL,Kane village,96.3,0.0,2.1,0.9,0.2
IL,Kaneville village,96.5,0.0,6.0,0.0,0.2
IL,Kangley village,98.4,0.4,0.8,0.4,0.4
IL,Kankakee,45.6,40.8,18.5,0.3,0.7
IL,Kansas village,98.5,1.0,1.4,0.0,0.0
IL,Kappa village,98.2,0.4,1.3,0.4,0.0
IL,Karnak village,93.8,4.2,2.0,0.2,0.0
IL,Kaskaskia village,71.4,0.0,28.6,0.0,0.0
IL,Keenes village,98.8,0.0,1.2,0.0,0.0
IL,Keensburg village,95.7,0.0,0.5,2.4,0.0
IL,Keithsburg,98.4,0.0,1.6,0.0,0.0
IL,Kell village,98.2,0.0,1.4,0.0,0.0
IL,Kempton village,99.1,0.0,1.3,0.0,0.0
IL,Kenilworth village,97.4,0.3,1.6,0.1,1.3
IL,Kenney village,98.5,0.0,0.6,0.0,0.3
IL,Kewanee,87.0,4.9,10.5,0.3,0.4
IL,Keyesport village,95.0,1.2,2.1,0.2,0.0
IL,Kilbourne village,99.0,0.0,1.0,0.3,0.3
IL,Kildeer village,85.4,0.9,3.2,0.0,11.1
IL,Kincaid village,97.1,0.8,0.7,0.1,0.4
IL,Kinderhook village,96.8,0.0,6.0,2.8,0.0
IL,Kingston village,94.4,0.8,9.7,0.3,0.4
IL,Kingston Mines village,97.0,1.0,1.3,0.0,0.0
IL,Kinmundy,99.4,0.0,1.1,0.0,0.3
IL,Kinsman village,100.0,0.0,2.0,0.0,0.0
IL,Kirkland village,95.0,0.5,7.7,0.4,0.7
IL,Kirkwood village,97.3,0.3,1.8,0.0,0.6
IL,Knollwood CDP,85.5,4.2,6.4,0.0,4.8
IL,Knoxville,98.0,0.3,1.0,0.2,0.3
IL,Lacon,98.4,0.1,2.0,0.3,0.2
IL,Ladd village,95.4,0.8,6.1,0.4,0.3
IL,La Fayette village,94.6,0.0,1.8,1.3,0.0
IL,La Grange village,89.9,4.9,6.4,0.1,1.4
IL,La Grange Park village,90.4,3.9,6.8,0.1,1.9
IL,La Harpe,98.9,0.3,0.1,0.3,0.0
IL,Lake Barrington village,95.7,0.7,2.3,0.1,2.5
IL,Lake Bluff village,92.0,0.6,1.9,0.1,5.5
IL,Lake Camelot CDP,96.9,1.4,2.1,0.3,0.5
IL,Lake Catherine CDP,95.1,1.5,4.4,0.2,0.5
IL,Lake Forest,92.1,1.1,2.8,0.1,4.7
